14-15-512	41681	0.6880	9559	10308	21814
14-14-512	37324	0.5351	6657	7872	22795
14-15-716	29433	0.6402	6312	6281	16840
14-7-512	22752	0.7559	5733	6733	10286
23-13-512	17223	0.9341	5806	5363	6054
23-12-512	20804	0.7393	5629	5127	10048
23-13-716	15676	0.9658	5183	5047	5446
14-13-512	28249	0.4977	4687	5644	17918
18-13-512	26266	0.5194	5800	4548	15918
23-14-716	15932	0.7835	6405	5366	4161
